questions,true_answers,model_answers,scores
"故障现象：一台配套FANUC–6M系统的立式加工中心，在加工过程中突然停电，再次开机后，系统电源无法正常接通。
","分析及处理过程对照以上原理图，检查机床电源输入单元，发现发光二极管PIL不亮，检查熔断器F1、FZ已经熔断。通过测量，确认该机床的200A/200B间存在短路。
为了迅速判定故障部位，维修时断开了端子TP3的200A/200B的连接，再次测量发现短路现象依然存在，因此判定故障存在于输入单元内部。
对照原理图4–1，首先测量F1、F2的输出端U1、V1，确认无短路；因此，故障范围被缩小到SK1、SK2、LC2上。逐一检查以上冬元器件，最终确认故障是由于RC吸收器SK1短路引起的。取下SK1，并更换同规格（0.1?F/200*）RC吸收器后，故障排除，机床恢复正常工作。",分析及处理过程同上例，经检查，该机床输入单元的发光二极管PIL不亮，内部无DC24V电压，对照原理图4–2可知，可能的原因为Q1、DS1、C1与F3等元器件不良。逐一检查以上元器件，发现输入单元的F3已经熔断，其他元器件均无故障。更换F3后开机试验，机床随即恢复正常，证明故障是偶然性的过电流引起的。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有发光二极管PIL不亮，熔断器F1、FZ熔断，200A/200B间存在短路，RC吸收器SK1短路。而模型回答中的第一个原因：发光二极管PIL不亮，提到了与标准答案中相同的故障现象，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答的第二个原因中提到了输入单元F3熔断，标准问答中是熔断器F1、FZ熔断，虽然熔断的具体部件不同，但是二者都提到了熔断器这一部分发生熔断，从更大范围来说二者的说法具有一定关联性，因此按评分标准，模型回答中还有1个故障原因与标准问答某个故障现象产生的原因有关联，所以需要在基础分上加1分，通过加分运算5+1=6。继续检查，没有发现还有其他能关联的故障原因，所以不再继续加分，最终通过评分标准后检查得分为6分，评分结束，不再往下检查标准，输出得分：6分。
"故障现象：某配套FANUCOT–Mate–E的数控车床，开机时，系统电源无法正常接
通。
","分析及处理过程经检查发现输入单元的发光二极管PIL灯亮，但按下系统电源起
动按钮，伺服主回路未接通。测量发现图中MDI/CRT单元上的电源切断OFF与COM间断开，但操作面板上的CNCOFF按钮动作正常。
由于维修现场无机床电气原理图，只能根据实际机床接线检查。检查发现，该机床电源单元的COM（CP3–3）与OFF（CP3–2）间通过了辅助线路进行连接，COM与EOF间串联了面板上的CNCOFF按钮常闭触点、电柜门开关触点、主轴传动系统防护门开关等多个接通条件。
逐一检查以上条件，在确认全部条件都满足，COM与EOF间触点闭合后，重新起动，机床恢复正常。
维修体会与维修要点：
1）FANUC电源单元AI由于体积小、可靠性高，在0系列系统中使用较广。在该单元的电源不能接通的故障维修中，通过测绘内部输入单元的电气原理图，再对照原理图进行维修是最有效、最可靠的方法。
2）由于电源单元AI体积小、控制电压种类较多，在进行测量维修处理，特别是更换元器件时，必须十分谨慎；以防止损坏其他控制元器件。
3）除以上实例中的常见",分析及处理过程经检查，该机床的电源单元（PSU1）上的发光二极管PIL不亮，内部无DC24V电压。对照原理图4–3可知，引起故障的原因可能是DS1、C1与F3等元器件不良。逐一检查以上元器件，发现输入单元的F3已经熔断，其他元器件均无故障。更换F3后开机试验，机床随即恢复正常，证明故障是偶然性的过电流引起的。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有输入单元的发光二极管PIL灯亮，按下系统电源起动按钮，伺服主回路未接通，COM与EOF间串联了面板上的CNCOFF按钮常闭触点、电柜门开关触点、主轴传动系统防护门开关等多个接通条件。而模型回答中的故障原因是发光二极管PIL不亮，内部无DC24V电压，输入单元的F3已经熔断，偶然性的过电流引起。这些原因与标准回答中的故障现象没有直接关联，因此未得到基础分5分，评分结束，得0分。
"故障现象：一台配套SIEMENS880M系统的立式加工中心，开机时出现CNC电源无法接通的故障。
","分析及处理过程检查系统电源模块的5V指示灯不亮，测量系统电源模块的外部电源输入端DC24V正常；NC的全部起动条件均满足；风机监控正常；确认故障与外部起动条件无关。
电源模块故障与电源模块本身不良或CNC不良有关，为了确认故障部位，维修时将电源模块从系统中拔出后，再次进行进一步试验。试验表明，此时电源模块即可以正常起动，从而确认故障在CNC内部。
通过逐一取下CNC各组成模块，进行多次试验，最终确认故障是由于其中的一块位置测量模块不良引起的5V过载。对测量模块进行维修后，系统即可起动。","故障现象: 故障现象：一台配套SIEMENS880M系统的立式加工中心，开机时出现CNC电源无法接通的故障。
分析过程: 故障分析及处理过程分析在880M系统的起动过程中，CNC电源接通由外部起动条件触点（COM–CNO触点）与输入单元内部的浪涌保护触点（COM–E0FF触点）共同决定，只有在两触点接通后，CNC电源模块上的DC24V才可以起动。
测量该系统的外部电源接通触点COM–CNO与DC24V的输出端A、B见，确认触点接通正常，但A、B间无DC24V输出；进一步检查发现COM–0FF未接通。根据原理图检查，发现外部起动条件触点COM–CNO与COM–0FF未接通，是输入单元浪涌保护器不良所至。
取下输入单元浪涌吸收器（80C101），测量确认不良后，换上新元器件，再次开机，机床恢复正常。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有CNC内部故障，位置测量模块不良引起的5V过载。而模型回答中没有给出具体的故障原因。因此，按评分标准，模型回答中的故障原因没有和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则未得到基础分5分，评分结束，因此得分为0分。
"故障现象：一台配套SIEMENS810M系统的卧式加工中心，开机时出现CNC电源无法接通的故障。

","分析及处理过程SIEMENS8l0M系统的外部电源控制要求十分简单，只要CNC的+24V电源输入正常，只需短接CNC电源模块上的NC–ON端，即可以起动系统。
维修时通过短接CNC电源模块上的NC–ON端试验，发现系统可正常接通电源，由此确认故障是由于系统电源接通（NC–ON）回路故障引起的。
进一步检查发现，该机床数控系统的外部条件未满足，根据机床电气原理图，逐一检查，在满足系统起动条件后，重新起动CNC，系统正常起动。","分析及处理过程：根据上例的分析过程，检查系统电源输入单元的发光二极管PIL，发现此指示灯不亮，故障原因同上。
逐一检查输入单元的各组成元器件，发现系统中的C5参数不良，更换后机床恢复正常。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是系统电源接通（NC–ON）回路故障引起的，外部条件未满足。而模型回答中的第二个原因中提到了系统中的C5参数不良，这个故障原因和标准答案中提到的外部条件未满足有关联，因为模型回答虽未提及具体的外部条件是哪个部件未满足，但也未随便给出一个和标准回答不同的错误外部条件部件，而且从故障范围来看，前者的范围包含了后者，由此可知二者存在关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答的第一个原因中提到了发光二极管PIL不亮，标准问答中未提及这个故障原因，所以这个原因与标准答案中的某个故障现象产生的原因无关联，因此按评分标准，模型回答中还有0个故障原因与标准问答某个故障现象产生的原因有关联，所以不需要在基础分上加分，通过加分运算5+0=5。继续检查，没有发现还有其他能关联的故障原因，所以不再继续加分，最终通过评分标准后检查得分为5分，评分结束，不再往下检查标准，输出得分：5分。
"故障现象：某配套GE2000系统的数控车床，在开机时由于车间突然断电，引起停机；重新开机后，系统无法起动。
","分析及处理过程经检查与测量，发现该机床GE2000系统的电源模块上的+5V电压空转时为5V（正常），但在开机后仅为2.3V，表明电源模块不良。
通过现场测绘系统电源模块的电气原理图，并根据原理图用示波器逐级测量、分析开关电源的信号波形，最终确认故障原因是由于开关电源的驱动管Q2不良引起的，更换同规格大功率管后，故障排除，机床恢复正常。",原因与排除方法如下：1)系统电源故障。维修过程与处理第42例相彷，属于系统外部原因引起的故障，此时可以通过重新起动系统，即可恢复正常工作。2)系统主控制板故障。当外部浪涌电压在进线时造成系统主控制板短路时，会引起此类故障。维修时可以通过更换系统主控制板，确认故障的原因，并将机床恢复正常工作。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是电源模块不良，开关电源的驱动管Q2不良。而模型回答中的第一个原因：系统电源故障只是一般性的说法，没有提及具体的电源模块不良，更没有提及开关电源的驱动管Q2不良，因此模型回答中没有某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性，所以得不到基础分5分，评分结束，直接输出得分：0分。
"故障现象：某配套SIEMENS880M的加工中心，机床加工过程中，显示器突然消失，再次开机后无显示。
","分析及处理过程检查系统各主要模块的指示灯状态全部正常，甚至在无显示的情况下，机床仍然能够手动移动，证明故障仅仅在系统的显示部分。
取下CRT检查，经检查发现，CRT上的高压包的一个线圈接头烧断，重新连接后故障排除，机床恢复正常。",原因及解决方法：(I)在加工中，由于振动等原因偶然造成了5V过电流；当再次开机时，加在N2，的电容器上又有24V电压，因此无法起动，可以通过按住诊断键起动系统进行处理。(2)故障原因与5V监控回路有关，在确认对系统无影响的情况下，可以通过更换监控电路的电阻，适当扩大5V的允许变动范围进行处理，但需要进行详细的故障检查与试验以确认此方案的可靠性。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是CRT上的高压包的一个线圈接头烧断，而模型回答中的第一个原因：在加工中，由于振动等原因偶然造成了5V过电流，第二个原因：故障原因与5V监控回路有关都与标准答案中提到的故障原因没有关联性，因此按评分标准，模型回答中的所有故障原因都无法和标准回答中出现的某个故障现象产生的原因有一定关联性，则得不到基础分5分，评分结束，直接输出得分：0分。
"故障现象：配套LJ–10T的数控车床，开机后CRT无显示。
","分析及处理过程：经与上例同样的检查，测量CRT作电源DC12V正常，但显示器无视频信号输入。
进一步检查发现，系统MTB板上的视频信号输出回路的一只电容器对地短路；更换后，显示恢复正常。",故障现象: 故障现象：配套LJ–10T的数控车床，开机后CRT无显示。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有电容器对地短路。而模型回答中的故障现象描述为：配套LJ–10T的数控车床，开机后CRT无显示，虽然模型回答中并未详细说明是由于电容器对地短路导致的，但也未随便给出一个和标准回答不同的错误原因，而且从故障现象来看，二者的说法具有一定关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答中并未提供其他故障原因，所以不再继续加分，最终通过评分标准后检查得分为5分，评分结束，不再往下检查标准，输出得分：5分。
"故障现象：一台卧式加工中心机床，配套FANUC6M系统，在机床较长时间未开机后，开机时出现908和911号报警。
","分析及处理过程在FANUC6中，当出现系统报警ALM908、ALM911时，说明磁泡存储器故障和RAM奇偶出错。通过对磁泡存储器的初始化操作进行清除，故障仍然无法消除：然后采用替换法，确认磁泡存储器与主控制板都存在故障。更换磁泡存储器板与

主板后经上例同样的操作，故障排除，机床恢复正常。
分析本机床造成损坏的原因，可能是该加工中心处于湿度较大的地区，CNC系统电柜内部很多地方已经锈蚀，机床又未能经常、及时进行去除潮湿处理，从而引起了主板、存储器板的损坏。","故障分析及处理过程：FANUC6M系统出现“908，911”号报警的含义是系统起动中的RAM奇偶错误报警，它指示在系统RAM中存在错误。分析引起报警的通常原因如下：
I)电池已坏。2)电池的连接不良。3)RAM或EPROM的不良。
维修时可以根据报警发生的时机，采取下列检查步骤。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有磁泡存储器故障和RAM奇偶出错，主板与磁泡存储器板存在故障，湿度较大，CNC系统电柜内部很多地方已经锈蚀。而模型回答中的第3个原因中提到了RAM或EPROM的不良，与标准答案中的RAM奇偶出错有关联，因为模型回答虽未提及具体的奇偶错误部件，但也未随便给出一个和标准回答不同的错误奇偶错误部件，而且从故障范围来看，前者的范围包含了后者，由此可知二者存在关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查没有发现模型回答中还有其他故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性，所以不再继续加分，最终通过评分标准后检查得分为5分，评分结束，不再往下检查标准，输出得分：5分。
"故障现象：某配套FANUCOTD的数控车床（二手设备），在强电线路维修完成，更换电池单元电池，系统电源正常后，开机显示器显示乱码。
","分析及处理过程由于本机床为二手设备，机床已经长常时间没有使用，维修时电池单元电池已经完全失效，估计系统内部RAM数据己经出错。因此，必须对系统RAM进行初始化处理。
同时按住系统操作面板的“DELETE”与“RESET”键，接通系统电源，对系统的参数、用户程序存储器进行总清，系统显示报警页面。继续操作系统面板上的其他功能键，系统页面显示恢复正常。","分析及处理过程由于机床为二手设备，维修时已经更换电池单元的电池，且系统电源正常，由此可以确定故障原因为系统显示回路的不良。在FANUC0T系统中，显示器的内部结构与FANUC0系列其他型号基本相同，显示的页面由系统内部的PM–Ml8进行控制。PM–M18不良时，显示器会出现页面选择的混乱，显示器上只能显示PM–M18的设定页面。
维修时，通过互换两只PMC，发现系统页面可以正常选择，由此可以确定故障在PMC与显示接口回路上。进一步检查，发现系统的显示选择接口地址在输入/输出的地址中有，因此故障原因应与PMC有关。
由于在本系统中，PM–M18本身不良概率非常低，因此故障原因一般由系统
NC–M11上有关显示页面选择元器件连接不良所引起。进一步检查发现，系统内部的显示选择接口地址被NC–M11上的元器件R27、S26误调整，从而引起上述页面混乱现象。在重新调整后，页面即可恢复正常。
故障现象: 故障现象：某配套FANUC15系统（配B＆W显示器）的数控车床，在加工过程中，突然无显示，并出现报警光报警。
分析过程: 分析及处理过程经检查，本机床报警为1005–CRT报警。
根据系统操作手册的内容，1005报警的含义是：“检测到CRT报警，CRT上
出现报警光报警，系统内部已经出现报警”
根据系统报警的含义，可以推测故障属于系统内部显示电路方面的故障；进一步检查，发现系统仍然有报警光报警（证明CRT上确实存在报警）。

维修时，首先检查系统报警灯，发现与系统报警有关的报警灯有如下几个：
€CRT报警灯AM2亮；
操作面板报警灯（报警灯A12）亮；
%在控制机架上，与CRT有关的报警灯亮：
(在系统公共机架上，与CRT有关的报警灯亮：
在系统公共机架中，确认CRT上显示的紧急报警与系统紧急状态报警灯
灯号一致。
根据以上检查，初步确定故障属于系统内部紧急状态，故障原因应与系统公共机架上的12、14、A12、A13有关。进一步检测，发现系统公共机架中的14、A12、A12、A13亮的原因是由于系统公共机架的13、A10熔断引起的。
为了判定故障在系统CRT内部还是在系统公共机架的10上，维修时通过互换系统CRT（系统15、22、23上配备的B＆W显示器与15系统显示器结构、功能相同），确认故障在系统公共机架的10上。
进一步检查，通过对系统输入/输出信号逐点检查，最后发现系统公共机架上的10与10上电源输入端上的C1有短路现象，进一步维修发现短路原因在10上供电的开关元器件Q1的损坏（开关管开路）引起的。经更换Q1并恢复开机试验，系统报警可以恢复正常，进一步开机试验与加工试验，系统无报警。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是维修时电池单元电池已经完全失效，估计系统内部RAM数据己经出错。而模型回答中的第一个原因：系统显示回路的不良，与标准答案中的故障原因无关联，因此未得到基础分5分；继续检查，没有发现其他能关联的故障原因，所以不再继续加分，最终通过评分标准后检查得分为0分，评分结束，不再往下检查标准，输出得分：0分。
"故障现象：配套SIEMENS8M的进口加工中心，开机后系统无显示，机床无法正常开
机。
","分析及处理过程：检查系统各控制模块的状态指示灯，发现NC–CPU模块（MS100）
上的!/C与S报警灯亮，操作面板上的“FAULT”指示灯亮，表明系统硬件故障。
SIEMENS8M系统NC–CPU模块（MS100）上的!/C与S报警灯亮，通常与系统的位置测量模块（MS250）有关。维修时，通过互换法确认了以上判断。
取下该模块检查发现，其中的集成电路D186（74LS245）不良，更换同型号的集成电

路后，系统恢复正常工作。",分析及处理过程：分析过程同上，对照原理图4–1测量，证明故障原因为输入单元的F3已经熔断，其他元器件均无故障。逐一检查以上元器件，发现输入单元的F3已经熔断，其他元器件均无故障。更换F3后开机试验，机床随即恢复正常，证明故障是偶然性的过电流引起的。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是集成电路D186（74LS245）不良，而模型回答中的故障原因是输入单元的F3已经熔断，偶然性的过电流引起，显然模型回答中的原因并未和标准回答中的故障原因有一定关联性，因此按评分标准，模型回答中的故障原因与标准回答中出现的某个故障现象产生的原因没有关联性，则得不到基础分5分，评分结束，直接输出得分：0分。
